UDI,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Target,Type_encoded,Product_ID_encoded,Failure_Type_encoded
348,298.0906080195441,308.7420775259692,1602,52.39959295734392,46,0,2,1003,0
349,298.74922522925294,309.9752991274721,1708,46.835683837849146,29,1,1,1003,0
350,299.2517198314285,308.08021838282497,1626,50.30707912135843,22,1,1,1008,1
351,299.0062725171602,309.7340629922449,1733,35.01310116618997,15,1,1,1004,0
352,299.71297968237667,309.1573508171448,1621,45.49647478899597,13,1,1,1003,1
353,299.3173872632379,308.8772308383792,1440,44.008887528024964,51,0,1,1008,1
354,298.3258688541629,309.4505153208303,1595,51.31925055007159,36,0,2,1004,1
355,298.1411374948009,308.9733378828494,1467,53.370437693475296,28,1,2,1008,0
356,299.28483855641264,309.74684647616334,1663,28.34038960136683,66,1,2,7004,1
357,298.05302262108324,309.80140372802254,1401,46.87255773364619,14,1,2,1004,0
358,299.1715511625469,308.8434418537469,1760,29.451402375352412,46,0,2,7005,0
359,299.8804604828499,308.5536555944701,1524,43.368042622165966,45,0,2,7004,0
360,299.1509483557518,309.18470065718674,1509,36.053716413222986,51,0,2,1003,0
361,298.77633985241306,309.82472669123337,1485,36.58974478661995,18,0,1,7003,1
362,299.28657643688473,308.4213243780113,1519,37.882838096665985,20,0,2,1008,1
363,298.916505780983,309.24593316712696,1526,45.39618857338908,63,0,1,1008,1
364,299.0912335786319,309.26312044018505,1654,37.35339903872554,36,1,2,1008,1
365,299.88292961755303,309.46622604483053,1582,48.51557341652785,26,0,2,1008,0
366,298.77220527560155,308.26313537025453,1415,39.326766796068355,54,0,1,7003,0
367,299.92238112764784,309.4316499293642,1461,29.91388960867884,28,1,2,1005,0
368,299.8107012839121,309.8180650413313,1768,49.945275589555,19,0,1,1008,0
369,298.3915822695786,308.3593662177405,1557,36.00123308859577,24,1,2,1005,1
370,298.1387226017503,308.47508664984775,1667,40.11747262877935,69,0,1,7003,0
371,298.20155600275484,309.9427901880833,1434,47.192428730213244,62,1,2,7003,1
372,298.0364436513031,308.361953905419,1666,37.30877240016394,35,1,1,7004,0
373,298.1888859215119,309.7087701867392,1463,29.584398372108037,1,1,1,1004,0
374,299.36601354683273,308.98455571289605,1449,38.469789316358785,21,1,2,7005,0
375,298.1423772969205,308.49446214880635,1654,54.4445603154405,15,1,2,1007,0
376,298.6379512605875,309.74149980254504,1548,45.96856312435963,17,0,1,7005,1
377,299.6897506219389,308.89061051000533,1724,46.80141616268179,68,0,2,1007,1
378,298.04654387147167,309.0296347078594,1703,45.70390030185392,53,1,1,7003,1
379,299.6289369651779,308.7184667387995,1675,33.57177989086423,29,1,2,7005,1
380,298.5637095495468,309.18590170286984,1756,39.71334819486384,44,1,1,1006,0
381,298.2363296552433,308.32704774517003,1571,49.02631435417291,18,0,2,1004,0
382,299.3934743307283,308.78216307330354,1600,30.838441131488455,33,1,1,7005,1
383,299.2578856935598,309.9388246446706,1792,35.77987773051194,12,1,2,1004,1
384,299.7549440270541,308.51626686540226,1723,35.7369350370439,42,1,1,1005,0
385,299.47014208760777,309.31347332908257,1434,40.09652997264617,61,1,1,1004,0
386,299.6069618607697,308.6503801284494,1615,55.450324746381185,21,0,2,1005,1
387,298.56406914514264,309.5469462513732,1464,29.890071307147014,51,1,2,1008,1
388,298.3548790875594,308.2617473214367,1407,42.52362784265666,51,1,1,1005,1
389,299.5012295032817,309.93964209015707,1700,33.02221109634189,35,0,1,7004,0
390,299.6136694785345,308.90757908276726,1742,55.17894327147283,18,1,1,1008,1
391,299.98101028400134,308.4721009266929,1731,31.172498132368997,37,1,1,7003,1
392,298.82523535382285,308.14699349466,1475,39.30082806612455,69,0,2,1003,1
393,298.74403617158555,308.3395158101751,1573,48.66077957536898,56,0,1,1005,1
394,299.552825921484,309.039547897112,1446,47.72752398476847,19,0,1,1005,1
395,298.681607080506,308.6740063528626,1414,39.8364018330301,8,1,1,1004,0
396,299.86151465120713,309.6577667317652,1760,37.702676702676115,31,1,2,7003,1
397,299.71682550368604,308.8617750473236,1546,39.133146599480376,3,0,1,7005,0
398,298.85798805475,308.49742854517524,1425,35.3997353684419,49,0,2,1006,1
399,299.501742135583,309.23428997320804,1707,33.74932228379039,4,0,2,1007,1
400,299.50908574816935,309.4135544337709,1492,41.52511153164892,19,1,2,1005,1
401,298.20624773767184,308.3340838158019,1631,35.518945169893,36,1,2,7005,0
402,299.80510581335915,308.33523843257666,1420,36.048926617123,21,0,2,1006,0
403,299.01050474489574,308.0733428538671,1706,46.3891697772876,57,1,2,1007,0
404,299.6529149322155,309.4728040301313,1437,55.11904528759698,67,0,2,1003,1
405,298.6400992020612,309.3276090552436,1675,44.901841615662505,43,1,1,1004,1
406,299.7910464569924,308.94926175149965,1556,30.155425077819057,33,1,1,7005,0
407,298.77840335746833,309.6883408979384,1578,30.116341187913875,41,1,2,1004,0
408,298.0216753029606,309.6113403059001,1531,54.63985018367585,8,1,1,1007,1
409,299.8107639528385,309.1707087287935,1710,36.324142128605345,6,0,1,7004,0
410,298.18257335357225,309.7365425610265,1747,30.577875610309313,67,1,2,1005,1
411,298.63862727518085,308.41168242007353,1427,44.77324844021068,18,1,1,1008,0
412,299.9001239341016,308.22383923879545,1659,45.46216579212745,30,0,2,1006,0
413,299.9012142938751,308.539499223034,1475,46.15813496332326,34,1,1,7003,0
414,299.1468757762466,308.1141737121786,1466,35.48725678001116,56,0,2,1005,1
415,299.2636744243396,309.0623390560021,1741,28.4230991580053,60,0,2,1008,1
416,298.89689104395666,309.8732113845899,1593,55.02043034472521,30,1,1,7005,0
417,298.5864215433961,308.078687081337,1561,35.02500527935087,52,1,1,1003,1
418,298.65732909073984,308.24421982802005,1746,46.92873606547133,31,0,2,1005,1
419,299.34503691215406,308.9043980565669,1760,47.78563635660387,65,0,2,1004,1
420,299.50474905887535,309.8677500350558,1656,45.0802076782256,58,0,2,7004,1
421,299.5831580874517,308.6323122099535,1471,36.76140703798215,9,1,1,7003,0
422,299.5792362855891,309.0144696173768,1486,35.59069510539384,1,0,1,1004,1
423,298.18241220609735,308.0831457181008,1661,44.73471191567569,65,0,1,1008,1
424,298.98884060940514,308.2966864019242,1613,52.25067774112736,59,0,1,1005,0
425,298.11511752003327,309.9732602459177,1552,54.50854440985508,16,1,2,7004,1
426,299.09905776464745,309.9302373928721,1609,30.965362523305213,15,0,2,1005,1
427,298.88306100274673,308.0098799618688,1460,32.335201152736154,15,1,2,7005,1
428,299.7754083655166,309.9036235708465,1667,54.45261524592623,45,1,2,1003,0
429,298.70183002510413,309.278239875631,1661,48.62298639337419,38,0,1,1007,0
430,298.2341340328552,309.73583658904005,1617,52.723827095233645,30,1,2,1005,1
431,298.2859833641057,308.9094797112677,1682,33.673713755789606,0,0,2,1008,1
432,299.52302126343494,309.0311920571585,1535,44.452404391063254,10,1,1,1004,0
433,299.2364361266325,308.97769316051387,1779,47.63190864368926,3,1,1,7005,0
434,298.2022453522456,309.3337285150922,1761,47.04313279251524,25,0,2,1008,0
435,298.16821361223,308.2793025095126,1492,39.42824734426755,49,0,1,7003,1
436,299.40193826291824,308.05994717974534,1508,28.43105696735664,11,0,2,1007,1
437,298.1455260127284,308.6158598831824,1640,44.32192959051937,64,1,1,7005,0
438,299.6437201185807,309.4093615254733,1754,35.086843097029046,46,1,1,1003,1
439,299.412484454313,308.4037069042459,1541,40.607118892000926,52,0,2,1007,1
440,298.1626975612838,309.3468648666498,1690,54.81226842234689,1,0,1,1008,1
441,298.16967542817036,309.93982409221456,1636,39.172988893988176,23,1,2,7003,1
442,299.97327915700237,308.18780143157886,1739,51.51444498660395,3,1,1,1006,1
443,298.74854159151226,309.34520423645023,1711,33.27913696097903,18,1,1,1003,1
444,298.7412842941338,308.88750043860915,1576,46.82889394470081,25,0,1,7004,1
445,299.625599134515,309.73628450875503,1540,55.35619472429042,39,1,1,1006,0
446,299.8944971547677,308.35429957889477,1588,30.85300682444223,49,0,1,1005,0
447,299.97200212764574,309.38525190445233,1448,28.232958382361375,42,1,2,7003,0
448,299.5067563705179,309.6762305792962,1701,40.1403181937132,66,1,1,1004,0
449,298.7525191710618,309.88922843894807,1768,30.593513525438283,11,0,2,7004,0
450,298.16700143339733,309.3664960565793,1589,48.95476179093448,66,0,1,1008,0
451,299.55429383185486,308.99434952801687,1535,53.60736258775965,26,0,2,7003,0
452,299.11680849947163,309.2356944804024,1442,40.152587235845246,53,1,1,1007,0
453,298.848444018494,309.73780996895744,1779,35.243925980352344,65,1,2,7005,0
454,299.8127087701895,309.1412194932777,1752,40.16329293218507,48,1,2,1007,1
455,298.2223949646123,308.06077411939367,1489,48.25653889980003,15,0,1,1007,1
456,298.9852502085817,309.86189739101394,1694,28.253516524250387,1,1,1,1005,0
457,298.0227072895348,309.37905350206313,1740,44.50471170557152,59,0,1,1003,1
458,298.93732128398824,309.3530267715545,1644,45.172167176846614,53,0,2,1004,1
459,298.1126065513637,308.43135030479544,1591,45.855270913086194,29,0,2,7004,0
460,298.23763583253617,309.3177709404653,1717,34.77661823946456,37,1,1,1003,0
461,298.23505249355424,308.78772881130834,1505,47.99347625458755,27,1,1,7003,0
462,299.29842060423215,309.302465954083,1762,30.55896161728974,24,0,2,1007,1
463,299.4920897585308,308.21318606061595,1709,33.579569421070424,9,1,2,1005,1
464,299.1667375301943,309.31569060920606,1781,52.5691613063255,59,0,1,7003,0
465,299.9243450969491,309.99882745154133,1632,48.68424822034386,41,0,2,7005,1
466,298.7497411590474,308.0964240777211,1664,28.384875512317667,39,1,1,1004,1
467,298.5714241725637,309.95434836844265,1743,34.95453529035441,41,0,1,7004,1
468,299.7371982563789,308.8138159214457,1436,34.003381523808606,46,0,1,7005,0
469,298.4471916770389,309.7415069006745,1704,35.582577185035234,36,1,2,1005,1
470,299.9264450788812,309.56477096811653,1440,34.93167356783682,21,0,2,1004,1
471,298.02430894937964,309.1340325219733,1416,29.750736280799682,56,0,2,7003,1
472,299.93975765341526,309.4768984185026,1743,40.85033446471097,26,0,2,1007,1
473,298.08631982390114,309.7570311226027,1676,48.51653729401262,40,0,1,1007,1
474,299.7822862273961,308.80828064330206,1706,44.98848829208822,33,0,2,1007,1
475,299.0554022181726,308.6540663231265,1458,46.84040672074623,31,0,1,1006,1
476,299.9859295922386,309.33518677112716,1582,30.272176999014697,65,0,1,1007,0
477,298.1475931294708,309.6156918838825,1440,54.64173988495004,11,1,1,1006,0
478,299.10770856880265,309.52457026955324,1438,51.477771347604694,39,1,2,1008,1
479,299.9386050712382,309.5956272977173,1796,50.542528917878556,9,0,1,1006,0
480,299.0461956883403,308.87116662962586,1591,51.04354654116949,47,0,1,1004,1
481,299.2587972762705,309.63566843235003,1666,54.11589422771732,19,1,2,7005,1
482,299.39149737796924,308.2404181107412,1546,43.239111051183535,38,1,1,1004,1
483,298.90908212953553,309.0889781959217,1794,33.60789650029353,59,1,2,7005,0
484,299.25511616016814,308.01151732099623,1732,45.269941019871155,65,1,2,1008,1
485,299.1686286238462,308.6491716598005,1526,48.80068182270229,64,1,2,7005,1
486,299.802316020982,308.7329230697428,1445,48.66168701391271,50,0,1,7005,0
487,298.0908927606829,308.7923453832185,1444,42.60057267667264,35,1,2,1005,0
488,298.56192637918446,309.39093441337974,1400,29.916844141340185,23,1,2,1003,1
489,299.90082296815314,308.7771162025407,1567,38.39116227604358,26,1,2,1003,0
490,299.78052756778186,308.89738724524506,1507,53.781465036974005,1,0,2,1005,0
491,298.9113135055714,308.4750882617487,1418,44.36456947320793,30,0,1,1007,1
492,299.24026519560306,308.7465035832587,1731,43.07329441115998,56,0,2,1005,1
493,298.5547623659623,308.4545392545263,1471,35.52789840270142,65,0,1,7005,1
494,298.3762423194475,308.1463918475369,1508,38.31656975766421,28,0,2,7005,0
495,298.92739680987995,309.2068971867628,1667,53.06969049628874,14,0,1,1005,0
496,298.7067044560521,309.33642559711,1639,46.660965330751395,11,1,2,1005,0
497,299.16731222370174,309.23898069201925,1700,50.04683674906532,27,0,1,1007,1
498,298.15546927392995,308.92698808760116,1489,40.72167184589434,23,0,2,1004,0
499,299.9487896153323,308.75957156035844,1502,45.64692214477242,20,1,1,1008,0
500,299.9724214889592,309.7266672991436,1649,34.95474104480981,9,0,1,7003,1
501,299.39632342803947,309.03816357027245,1407,47.75290324793762,17,1,1,7005,1
502,299.0721927326882,308.9583637552595,1552,39.97283734369344,13,1,2,1008,1
503,298.61905523257263,308.0512841316129,1746,40.39127441481288,33,0,1,1005,0
504,299.6275900394139,308.6824956552523,1573,46.18102508815269,57,1,1,1007,1
505,299.36946234510776,308.7603912375717,1742,54.215857401129945,21,1,1,1006,0
506,298.3252338786898,308.7976455617938,1557,29.792177705041386,69,1,1,1007,0
507,299.82185436898766,309.1603447384547,1614,51.09281064571621,35,1,2,7004,1
508,299.64507448584635,309.06720509345377,1576,36.18672709154141,44,0,1,7004,1
509,299.8995998265838,309.21581018558686,1574,40.42974472617858,35,1,1,1008,1
510,299.4514390167767,309.5297665230843,1739,28.613573205700252,21,0,1,1003,1
511,299.2268303918716,309.6259714774322,1737,36.42929017936076,60,1,2,7004,1
512,298.83648607258124,309.436246152453,1545,42.073674793643654,55,1,1,7004,0
513,299.86545696670805,309.91104739190985,1723,29.57293016572829,32,1,1,1004,0
514,299.7321277790008,308.03646516535275,1560,41.75068042272862,44,0,1,1006,0
515,298.09043734021236,308.3915559713671,1526,53.95909760803596,35,0,1,1004,1
516,298.0527339489945,308.01512574995627,1481,30.951010107018547,19,0,2,1006,0
517,298.7529267337561,309.2949494283092,1546,49.40434038611412,17,1,1,7003,1
518,299.62110666156366,309.79606109789995,1638,39.47078949452779,37,1,1,7005,1
519,299.9745522586299,308.4869645931526,1483,46.34486400668146,66,1,2,7004,0
520,298.30083378220706,309.8540690895926,1512,35.28662474358642,22,1,2,7005,0
521,299.18826143070424,308.12053478057913,1624,32.46578335115803,15,0,2,7004,1
522,298.76178171326205,309.868872053611,1731,32.49295319959434,58,1,1,1004,0
523,299.9398287956292,308.70324537447925,1777,29.97377447800805,68,0,2,7003,1
524,299.6842378462714,308.20284165689844,1642,33.19810773723481,67,1,1,1004,0
525,299.67665740942226,308.97174351837265,1542,46.598142779691116,20,0,2,1004,0
526,298.93738631958996,308.51355313544104,1440,52.68733713161822,69,0,1,1006,0
527,298.82963900467536,308.56974580392387,1657,50.79551919655253,11,1,2,1003,0
528,298.5468141438614,308.6145799298526,1684,47.183760676485555,15,1,1,1007,0
529,298.11275099330186,309.60605179566534,1504,31.092092175510874,13,0,2,1008,1
530,299.7294447525101,309.0783225533505,1601,36.097248496286596,60,1,1,7005,0
531,299.6258020182602,308.622615398312,1706,36.67459250902913,45,1,1,7004,0
532,299.9994353465723,309.22066756662184,1730,34.998794499133396,31,0,1,1004,0
533,299.9932736741478,309.4323013484464,1665,42.42015847187225,14,0,1,1003,1
534,299.11086341120523,308.5452480014671,1797,42.99550681663084,43,0,1,1004,1
535,299.537974830361,308.8270982030507,1609,37.992807304791086,16,0,1,7003,1
536,299.88953145976484,308.2437721866739,1450,37.90609644462021,40,1,1,1006,1
537,299.6992947813548,308.36229869906936,1517,51.19955674137027,53,0,1,1007,1
538,298.4946962034864,309.36223570793,1600,50.1001997529512,43,0,2,7003,0
539,298.90108827062016,308.36287669539126,1776,36.618283287060876,4,0,1,1005,0
540,298.258318830303,309.0503267673341,1438,53.586076428451264,26,1,1,1004,0
541,299.9081020545174,309.41809252344484,1427,54.67882047607017,42,0,2,7003,1
542,299.21234926890173,308.2137538461895,1658,37.148791176841144,30,1,1,1007,1
543,298.4572856110069,309.13462443925783,1483,37.92389856620554,16,0,2,1003,0
544,299.3434013688117,308.5131255674027,1554,42.15775629581485,53,0,1,1003,1
545,299.2362564809158,309.92585375047514,1516,54.35138275094286,61,1,2,7005,1
546,298.7163254360657,308.96709129343986,1401,52.536944127984725,31,0,2,1007,1
547,298.2271151843993,309.61198509955034,1492,30.871902952340513,39,0,1,1003,0
548,299.3431463911856,309.1004530843125,1565,38.996460811599654,12,1,2,7003,0
549,299.0406154018076,308.08682506570966,1786,43.49439331299361,34,0,1,7005,1
550,299.5446367834713,309.26630275118805,1799,42.08770923144312,4,0,1,1003,1
551,299.040327002224,309.9028066844133,1749,33.428165902233,28,0,1,1006,1
552,299.7043630006371,309.20322364029266,1695,52.04686959270833,69,0,1,1005,1
553,299.103813677549,309.6383777188536,1657,46.95434192391144,24,1,2,1007,0
554,299.1218759430708,309.76841292669684,1480,51.4614344958505,21,0,1,7003,1
555,299.7533072053167,308.45615954389785,1667,52.045399821785225,65,1,2,7004,0
556,298.80696573242477,308.42408967981646,1634,48.95396390264071,44,0,2,1004,0
557,298.2680304569013,309.221961977702,1720,40.29789683499209,68,1,1,7003,0
558,298.0575653526267,308.8220569396134,1710,45.09530914043189,0,0,1,1003,1
559,299.51027451134723,309.67972260573345,1700,32.490231371352806,43,1,1,7003,0
560,299.24061910270694,309.800046246796,1756,46.862071689297416,38,0,1,7004,0
561,299.40815953619847,308.70684275860543,1612,33.01909116069986,53,1,2,1004,1
562,298.42592832301784,308.473741117949,1461,47.43058853428439,28,1,1,7005,1
563,298.27274295117354,309.5610510304877,1448,34.42874850111112,53,0,2,1003,1
564,298.02908933133574,308.54961207109625,1526,31.29143640420616,15,1,1,1008,0
565,298.7011751176132,309.64522863702734,1622,32.627965724002806,19,0,1,1003,1
566,299.17983537370924,308.84747650729753,1678,28.055779786133968,45,0,1,1005,0
567,298.7844880901995,309.3350997985829,1693,48.124709299898846,66,0,1,1008,0
568,298.8749498440475,308.1910706276693,1683,48.507229373634615,64,0,2,1005,1
569,299.8083173889875,309.24771864935315,1676,42.418133797571265,57,0,2,7004,0
570,298.6965109340466,308.9035353574745,1506,32.518158429550745,52,1,1,1007,0
571,299.0279789783196,309.17321692635096,1545,30.339521450299312,0,0,2,1004,0
572,299.5673060254823,308.33602841548975,1498,28.535611060244037,65,0,2,1006,0
573,298.7930855646425,309.47374748988835,1774,32.64094895502618,28,0,1,7005,1
574,299.24417340045574,309.72559415508647,1472,52.94395497952811,69,0,1,1006,0
575,299.7247274174935,308.43347960018156,1521,34.76303156764709,7,0,2,7004,1
576,299.89904124731527,308.19142911104035,1429,37.91959716208204,28,0,2,1007,0
577,298.2941469618581,308.04727717209266,1587,30.94967356547733,50,1,2,1003,0
578,299.853175250323,309.28394300088655,1763,34.226116532948765,32,1,2,7003,1
579,298.98423258615907,309.21418807217754,1753,42.53828798184574,2,0,1,1005,0
580,298.5164887765979,309.09339482542816,1687,45.01707512667827,59,1,1,7004,0
581,298.9182715124765,308.463894192232,1594,34.86986479665391,34,0,2,1005,0
582,299.9600651505709,308.781811991811,1555,29.616500458303282,68,0,1,1003,0
583,298.9852361879857,309.1889526703724,1571,38.948920335567166,19,0,2,1007,0
584,298.657503220575,308.9935337177183,1734,34.55769438593735,38,0,2,1004,0
585,299.26680170863347,309.97557104042977,1440,34.14750985043445,3,0,1,1006,1
586,298.4802912375564,308.27287950511345,1462,54.87615847597675,18,1,2,1003,1
587,298.1517266562173,309.3902891080952,1422,45.25641360592027,44,1,2,7005,1
588,298.25775944382127,308.8086375362086,1759,43.592596408818686,42,1,1,1008,0
589,298.25609167791555,308.8563992298512,1474,39.641702898653016,12,1,1,7004,0
590,298.30380538702457,309.43519553131637,1447,40.01044133604404,12,0,2,1006,0
591,298.2776543452988,309.3848723026487,1559,43.14534010746626,59,1,2,7005,1
592,299.28174948960645,309.9825119874044,1712,47.500034597011,56,0,1,1004,0
593,298.3637601687983,308.25678857890824,1517,47.66009069309122,51,1,2,7005,1
594,298.69133456664775,308.2082192987683,1499,32.80742941575259,52,1,2,1007,0
595,299.793576819812,309.4486776342575,1779,42.003157058145554,42,1,1,1008,0
596,298.94792328052574,309.1567738340128,1566,39.534826660954856,41,1,1,1005,0
597,299.33511547704205,308.5483213331196,1689,52.37475505554276,25,0,1,1006,1
598,298.3446397424033,308.158838737978,1555,45.679729794114536,22,1,1,1008,0
599,298.38457803761736,308.17131649919287,1406,42.91011385964749,42,1,1,7003,1
600,298.08173723253293,309.7883817493282,1595,31.231049981009686,27,0,1,1003,0
601,298.3378701261443,308.3837346494375,1455,44.957860901055525,8,0,2,7003,0
602,298.5571806780639,308.646743124231,1720,31.281709359046538,19,1,2,1003,1
603,298.35402096855347,308.45331280445396,1592,37.44178411584106,55,0,1,1007,0
604,298.1774050675141,308.7099926116639,1446,31.99957501480129,38,0,1,1008,0
605,298.2412717422012,308.1388476854922,1547,47.37806211668233,50,0,2,1004,0
606,298.92155753606545,309.03811958181655,1674,33.775059187412275,11,1,2,7005,0
607,298.4126674368116,308.1352251271844,1556,38.972062449264726,54,0,2,1008,1
608,298.7285397220962,309.6007130156447,1601,53.0788937733258,10,1,1,7003,1
609,299.00683454170974,308.46742416382085,1525,33.72085873517117,25,1,1,7004,0
610,299.38078965725873,309.08002382920904,1794,42.21854179084582,41,1,2,1003,0
611,298.0786242796822,309.7601581751229,1704,39.73960651264861,26,1,1,7004,1
612,299.59882079781806,309.3017547380944,1768,28.507473149280433,10,0,1,1006,0
613,299.25580077898184,309.06591557310264,1693,50.19722718003876,37,1,1,7004,1
614,298.16351806389775,308.64866750623077,1463,29.933285376808794,42,0,2,1008,0
615,299.74715724821357,308.6660038261164,1724,41.2791405873547,18,1,2,7005,1
616,299.8417448010636,309.33897391039636,1791,43.6989922582906,63,0,1,1006,1
617,298.1221559197097,309.9882787224423,1575,45.59594078520844,5,1,1,1004,1
618,298.5537552962944,309.3236783796988,1515,47.281685620620514,45,0,1,1004,1
619,299.61240255958614,309.11556683474004,1603,35.09162673863602,41,1,1,1007,0
620,299.4965193807673,309.4613010204785,1720,28.27940574643658,64,1,1,7005,0
621,298.36904203871273,308.9304112245674,1430,48.25642254593754,58,0,2,1005,1
622,298.4186986466734,308.12028468520157,1787,42.9983847817322,51,1,1,7004,1
623,298.74094420558276,309.12459363175583,1512,51.41129568980297,46,1,1,1006,1
624,298.96904597038207,309.91525056901077,1764,50.99887416121944,6,1,1,1008,1
625,299.2365095430606,308.3506058847153,1724,51.613132698060724,10,0,2,1008,0
626,298.73782727913954,309.3800097816413,1775,41.58265047942712,60,1,2,1005,1
627,298.9250694322663,308.4018673773181,1743,37.34159508343224,67,1,1,1007,1
628,299.4949418762675,309.07165536894615,1466,50.16362967255836,24,0,2,1005,1
629,298.0733664057812,308.1933528992934,1474,40.63623516481914,11,0,2,1003,1
630,298.50487388868805,308.9007418725164,1444,33.136381499296164,25,0,2,7003,1
631,299.4266991717691,309.5123266577905,1659,51.93927254772128,11,0,2,1006,1
632,299.7904136753744,308.695143048478,1553,52.71167654962572,42,0,2,7003,1
633,299.0233548842313,309.3298234489744,1554,41.056673171924764,50,1,2,1005,0
634,299.0642269705306,309.5908999215795,1762,30.119592364674048,36,1,1,1007,1
635,298.21434402267954,309.8543556389589,1633,38.859130517674075,45,1,2,1007,1
636,298.8948247336469,308.4692841637109,1450,50.49905446495289,52,0,2,1004,1
637,299.06523453291004,308.7986318316186,1705,53.2496727992944,12,1,1,1004,0
638,298.48494100726947,308.30483202666085,1661,33.69723678993268,53,0,1,1006,0
639,298.53848646189874,309.98496700431673,1714,29.875261136707604,56,0,1,1006,0
640,298.75456832620927,309.8540019358486,1524,52.565812687719486,3,1,1,1006,1
641,298.04014239555545,309.0799142605611,1798,38.90333829140851,48,0,2,1008,1
642,298.64415833116635,309.68406658875284,1644,43.16930699949177,6,0,2,1004,1
643,298.42289601399307,309.0419159545441,1429,55.10584273742125,10,1,2,1008,0
644,298.65499470435583,309.2471713760055,1521,29.86381238159824,53,0,2,7003,1
645,298.2395242636385,308.17824886423205,1524,46.152904208658676,44,0,1,1005,0
646,299.7810545614798,309.5105408409936,1436,30.07495183209628,22,1,2,7004,0
647,299.1871849071081,308.25542696727047,1569,38.51312999706201,27,0,2,1004,0
648,299.35820463828895,309.6521352605051,1523,50.50680726541651,56,0,1,7004,0
649,299.5783424772147,309.5640561753408,1756,40.13722251715777,25,1,2,1007,0
650,298.99688439785814,309.417489395486,1434,55.921105909282616,24,1,2,1004,1
651,298.1738405761748,308.0723207610495,1486,43.65365997850486,53,1,2,7003,1
652,299.0742130836371,308.60625671189064,1533,36.992540273806696,28,1,2,1004,0
653,299.17368223604177,308.5262251398217,1595,34.16311712533309,35,0,1,1008,1
654,299.4908789483687,308.72027281494303,1673,37.81457496001253,13,0,1,1005,1
655,298.86331909245934,308.17528549352767,1600,38.43093166526742,34,1,1,7005,0
656,298.25516060559113,309.87391564606213,1768,29.923982976270906,29,0,1,1005,0
657,298.56755181159747,309.10760448142474,1684,38.348077583949646,16,0,1,1005,1
658,298.72616459279726,308.61104862131606,1476,40.998678552698294,66,1,2,1007,1
659,299.2918344826632,308.7939630341486,1458,48.23665706268653,29,1,2,7003,1
660,299.14155660933784,308.89440508100967,1525,46.38842557220502,44,0,1,7004,1
661,298.7121934517957,309.20118866672124,1508,47.845438346416316,50,1,1,7003,0
662,299.97303049758597,309.031358855393,1623,28.234183092551998,46,1,1,7005,1
663,299.2115496387138,309.83878394642886,1677,34.09468718825501,52,1,2,1007,0
664,298.474453583472,308.9939269658117,1467,46.52716007519598,63,0,1,1005,0
665,298.2035649452408,309.9843160296466,1468,41.55170230903292,37,1,2,1008,1
666,298.30571827836866,309.7028499154902,1564,28.148777318713687,63,0,2,1007,1
667,298.491915456769,308.41702102871466,1704,50.525849988091025,6,0,2,1006,1
668,298.3213627465191,309.86119042928783,1796,49.63866805212945,21,0,2,1004,0
669,298.3731340481026,308.23273279577097,1561,43.355736563819754,40,1,1,7003,0
670,298.5701903373877,309.63489941698236,1764,29.86097312173562,9,1,2,1007,0
671,298.3467471905895,308.7612465869532,1741,49.46242138691237,56,1,2,1006,0
672,299.7935308492529,309.75594864089015,1708,44.34398045647819,6,1,1,7004,1
673,298.1604674913233,309.7361133802149,1778,49.894879360422856,49,1,2,7005,0
674,299.0490227791405,309.61185080023523,1742,49.04891578708353,51,0,2,7005,0
675,298.8207936539793,309.5800608726141,1786,50.48405801481944,32,0,2,1005,1
676,299.96475723381724,308.60935827819605,1441,42.504225859329495,0,0,1,1005,0
677,298.2240778043361,308.1618385661025,1753,31.92908650941842,52,1,2,1007,0
678,298.7957111980915,308.8059603575303,1508,46.79240925463128,59,0,2,1007,1
679,299.93894086655075,308.347049029973,1450,45.37326598145518,33,0,1,1004,0
680,299.73101425178794,309.3899021778049,1649,48.783089241574444,3,1,1,1003,0
681,299.63414414189856,308.69219945307555,1740,32.75666816942059,16,1,2,7004,0
682,298.5158056540899,309.9512204017198,1782,33.4593055972081,3,0,2,1005,0
683,298.34177517478014,309.2819441546907,1420,52.9314664821412,42,0,1,1003,1
684,299.33728643984887,309.64496112726874,1699,48.999378356657985,3,1,2,1003,0
685,299.85875197825516,308.2650493454837,1538,53.430397683609044,0,1,1,1004,1
686,299.1135257860279,309.72402896454525,1758,49.244028992589776,49,1,2,1008,0
687,299.1432253789398,309.8455143810268,1723,44.72034856772845,60,1,1,1008,1
688,298.55995818732055,308.9741238376379,1784,46.315716636780465,34,0,2,1005,1
689,299.5389858663839,309.21250587550196,1491,52.89558187032028,7,0,1,1006,1
690,298.37408749711506,309.529619601806,1679,44.206589126334336,23,1,1,1004,0
691,298.6473584728085,308.3496772545208,1524,45.706957081194844,35,0,1,1004,0
692,298.85087287723286,309.0051321529269,1796,32.38134804810082,49,0,1,7003,0
693,299.0152207573689,308.7973260555446,1510,41.26979416325088,42,1,1,1003,1
694,298.48481946483014,308.2927479843245,1753,48.05911913482677,26,0,2,7003,0
695,298.2296736494784,308.73506884458305,1538,35.586395552858235,31,0,2,1003,0
696,299.2212400848833,308.136344618771,1672,33.66311705468698,17,0,1,1008,0
